,edit_count,neg_sentiment,sentiment
2014-10-25,0.0,0.5,-0.4980621387561162
2014-10-26,0.0,0.14285714285714285,0.12477558425494603
2014-10-27,0.0,0.5,-0.49926871061325073
2014-10-28,0.0,0.5,-0.4917982667684555
2014-10-29,0.0,0.3,-0.11508634984493256
2014-10-30,0.0,0.36666666666666664,-0.21691980759302776
2014-10-31,0.0,0.34375,-0.220420578494668
2014-11-01,0.0,0.3,-0.09580052644014359
2014-11-02,0.0,0.2222222222222222,0.035642579197883606
2014-11-03,0.0,0.34782608695652173,-0.18831583339235056
2014-11-04,0.0,0.3333333333333333,-0.14971173306306204
2014-11-05,0.0,0.3333333333333333,-0.16654575864473978
2014-11-06,0.0,0.3181818181818182,-0.11270635371858423
2014-11-07,0.0,0.4166666666666667,-0.32528702086872524
2014-11-08,0.0,0.45,-0.3816994686921438
2014-11-09,0.0,0.39655172413793105,-0.27322174557324114
2014-11-10,0.0,0.45,-0.38682047426700594
2014-11-11,0.0,0.35,-0.19760816395282746
2014-11-12,0.0,0.2916666666666667,-0.06658200671275456
2014-11-13,0.0,0.34375,-0.2139619216322899
2014-11-14,0.0,0.21428571428571427,0.06646874972752162
2014-11-15,0.0,0.32142857142857145,-0.13942526706627437
2014-11-16,0.0,0.35714285714285715,-0.2194621775831495
2014-11-17,0.0,0.35714285714285715,-0.22811356612614223
2014-11-18,0.0,0.4230769230769231,-0.34544633672787595
2014-11-19,0.0,0.5,-0.4844263345003128
2014-11-20,0.0,0.21428571428571427,-0.1447596081665584
2014-11-21,0.0,0.35714285714285715,-0.2280474922486714
2014-11-22,0.0,0.3,-0.15775614976882935
2014-11-23,0.0,0.3333333333333333,-0.17841635147730509
2014-11-24,0.0,0.3181818181818182,-0.19554858857935126
2014-11-25,0.0,0.3125,-0.11804374679923058
2014-11-26,0.0,0.46,-0.4186508858203888
2014-11-27,0.0,0.25,-0.13786860462278128
2014-11-28,0.0,0.3902439024390244,-0.2969812423717685
2014-11-29,0.0,0.375,-0.37450696527957916
2014-11-30,0.0,0.3888888888888889,-0.2810627884334988
2014-12-01,0.0,0.375,-0.33000101149082184
2014-12-02,0.0,0.34615384615384615,-0.24883901614409226
2014-12-03,0.0,0.5,-0.49398045738538104
2014-12-04,0.0,0.125,-0.021021157503128052
